"status_type","status_published","num_comments","num_shares","num_likes","num_loves","num_wows","num_hahas","num_sads","num_angrys","dow","moy","pos_emo_int","neg_emo_int"
"status",2018-03-14 21:20:00,24,0,478,2,2,0,0,0,3,3,11520,0
"status",2018-03-14 21:19:00,6,0,327,1,3,0,0,0,3,3,1968,0
"status",2018-03-14 21:17:00,1,0,119,3,0,0,0,0,3,3,122,0
"status",2018-03-13 08:48:00,7,1,275,0,0,0,0,0,2,3,1925,0
"video",2018-03-13 08:22:00,0,19,209,1,1,0,0,0,2,3,0,0
"video",2018-03-13 08:08:00,0,4,68,1,0,0,0,0,2,3,0,0
"video",2018-03-13 07:49:00,1,6,50,1,0,0,0,0,2,3,51,0
"video",2018-03-13 07:20:00,0,11,98,1,0,0,0,0,2,3,0,0
"video",2018-03-13 07:07:00,1625,675,1753,657,68,157,0,4,2,3,3916250,6500
"status",2018-03-13 04:02:00,25,1,626,7,2,0,0,0,2,3,15825,0
"photo",2018-03-13 00:39:00,66,14,1463,9,18,1,0,0,2,3,97152,0
"photo",2018-03-11 22:25:00,1,2,186,2,0,0,0,0,7,3,188,0
"photo",2018-03-11 22:24:00,28,14,594,2,2,0,0,0,7,3,16688,0
"photo",2018-03-08 03:28:00,80,10,737,1,6,0,0,0,4,3,59040,0
"photo",2018-03-08 02:04:00,34,6,572,4,4,0,0,0,4,3,19584,0
"status",2018-03-08 01:48:00,54,0,679,2,4,0,0,0,4,3,36774,0
"status",2018-03-08 01:10:00,1186,2,1876,7,22,0,0,0,4,3,2233238,0
"status",2018-03-06 05:29:00,97,2,1270,7,8,0,2,1,2,3,123869,291
"status",2018-03-04 00:40:00,51,6,916,6,4,0,0,0,7,3,47022,0
"status",2018-02-27 23:10:00,327,36,1374,7,11,1,0,0,2,2,451587,0
"status",2018-02-27 07:11:00,14,4,324,4,2,0,0,0,2,2,4592,0
"status",2018-02-24 00:10:00,64,1,664,0,3,1,11,0,6,2,42496,704
"status",2018-02-23 10:15:00,67,4,637,7,4,0,0,0,5,2,43148,0
"status",2018-02-22 21:25:00,507,18,2293,25,65,0,0,0,4,2,1175226,0
"photo",2018-02-21 03:50:00,31,2,755,6,9,0,0,0,3,2,23591,0
"photo",2018-02-15 09:29:00,67,2,806,0,4,0,2,0,4,2,54002,134
"photo",2018-02-14 20:34:00,193,12,2092,18,38,1,0,0,3,2,407230,0
"photo",2018-02-04 05:32:00,51,7,1125,4,16,0,0,0,7,2,57579,0
"status",2018-02-04 01:06:00,91,4,1106,9,15,0,0,0,7,2,101465,0
"status",2018-02-02 05:37:00,35,1,553,2,0,0,0,0,5,2,19425,0
"status",2018-01-27 06:21:00,23,7,588,6,2,0,0,0,6,1,13662,0
"status",2018-01-26 06:04:00,146,7,996,8,19,1,3,0,5,1,146584,438
"status",2018-01-22 10:01:00,240,6,1274,13,9,0,0,0,1,1,308880,0
"photo",2018-01-08 06:37:00,36,6,496,2,0,0,0,0,1,1,17928,0
"status",2017-12-21 00:27:00,60,6,914,7,10,0,0,0,4,12,55260,0
"photo",2017-12-20 08:00:00,25,1,481,3,0,0,0,0,3,12,12100,0
"photo",2017-11-05 09:26:00,73,1,605,4,3,0,0,0,7,11,44457,0
"photo",2017-10-03 20:21:00,73,1,417,3,2,0,0,1,2,10,30660,73
"status",2017-09-24 05:09:00,29,0,217,1,1,0,3,0,7,9,6322,87
"status",2017-09-24 05:00:00,12,0,143,0,0,0,0,0,7,9,1716,0
"status",2017-09-24 04:56:00,20,0,79,0,0,0,0,0,7,9,1580,0
"status",2017-09-24 04:55:00,13,1,111,0,0,0,0,0,7,9,1443,0
"status",2017-09-23 06:29:00,67,1,283,1,1,0,0,0,6,9,19028,0
"photo",2017-09-22 05:32:00,61,19,580,5,0,1,0,0,5,9,35685,0
"photo",2017-09-20 05:54:00,28,10,377,6,0,0,0,0,3,9,10724,0
"photo",2017-09-17 06:11:00,56,9,279,0,0,0,0,0,7,9,15624,0
"photo",2017-09-16 05:29:00,35,7,317,0,0,0,0,0,6,9,11095,0
"photo",2017-09-15 05:24:00,42,5,129,4,0,0,0,0,5,9,5586,0
"photo",2017-09-14 05:09:00,100,4,366,0,3,0,0,0,4,9,36600,0
"status",2017-09-13 08:45:00,11,0,132,0,1,0,0,0,3,9,1452,0
"photo",2017-09-13 02:44:00,105,2,502,8,7,0,0,0,3,9,53550,0
"photo",2017-09-11 04:12:00,28,0,390,3,3,0,0,0,1,9,11004,0
"photo",2017-09-10 03:24:00,75,0,418,4,9,0,0,0,7,9,31650,0
"status",2017-09-10 03:07:00,82,0,256,1,0,0,8,0,7,9,21074,656
"photo",2017-09-08 06:14:00,46,7,329,0,0,0,0,0,5,9,15134,0
"photo",2017-09-08 02:46:00,59,1,436,1,2,0,0,0,5,9,25783,0
"photo",2017-09-06 05:36:00,57,13,336,1,0,0,0,0,3,9,19209,0
"status",2017-09-04 09:34:00,26,0,137,1,0,0,7,0,1,9,3588,182
"photo",2017-09-04 09:23:00,24,0,114,1,0,0,0,0,1,9,2760,0
"status",2017-09-04 03:07:00,54,0,94,0,1,0,1,4,1,9,5076,270
"status",2017-09-04 02:55:00,26,0,131,0,1,0,2,0,1,9,3406,52
"status",2017-09-03 22:59:00,28,0,86,0,0,0,1,0,7,9,2408,28
"status",2017-09-03 22:04:00,55,1,120,0,0,0,0,0,7,9,6600,0
"link",2017-09-03 20:28:00,26,0,120,0,0,0,0,0,7,9,3120,0
"photo",2017-09-03 06:30:00,32,3,233,3,1,0,0,0,7,9,7552,0
"status",2017-09-03 04:52:00,20,0,125,3,0,0,0,0,7,9,2560,0
"status",2017-09-03 04:51:00,10,0,78,0,0,0,0,0,7,9,780,0
"status",2017-09-02 23:06:00,17,0,113,1,0,0,0,0,6,9,1938,0
"link",2017-09-02 11:44:00,30,0,92,1,0,0,0,0,6,9,2790,0
"photo",2017-09-02 04:16:00,17,1,117,2,0,0,0,0,6,9,2023,0
"status",2017-09-01 23:46:00,6,0,58,0,0,0,0,0,5,9,348,0
"link",2017-09-01 12:07:00,4,0,21,0,0,0,0,0,5,9,84,0
"status",2017-09-01 05:38:00,0,0,46,0,0,0,0,0,5,9,0,0
"photo",2017-09-01 04:33:00,18,0,161,3,6,0,0,0,5,9,2952,0
"photo",2017-09-01 02:36:00,2,1,42,0,2,0,0,0,5,9,84,0
"status",2017-09-01 00:06:00,2,0,36,0,0,0,0,0,5,9,72,0
"status",2017-08-31 21:55:00,20,0,136,3,1,0,0,0,4,8,2780,0
"status",2017-08-31 11:28:00,14,0,128,0,0,0,0,0,4,8,1792,0
"photo",2018-06-13 01:12:00,0,0,2,0,0,0,0,0,3,6,0,0
"video",2018-06-13 00:59:00,0,18,27,0,0,0,0,0,3,6,0,0
"video",2018-06-13 00:58:00,177,210,48,49,0,0,0,0,3,6,17169,0
"photo",2018-06-12 23:15:00,4,0,2,0,0,0,0,0,2,6,8,0
"photo",2018-06-12 22:55:00,0,1,9,0,0,0,0,0,2,6,0,0
"photo",2018-06-12 22:34:00,1,1,19,0,0,0,0,0,2,6,19,0
"video",2018-06-12 22:16:00,0,12,32,0,0,0,0,0,2,6,0,0
"photo",2018-06-12 08:10:00,0,0,24,0,1,0,0,0,2,6,0,0
"photo",2018-06-12 07:54:00,0,1,31,0,0,0,0,0,2,6,0,0
"photo",2018-06-12 07:27:00,0,0,25,0,0,0,0,0,2,6,0,0
"photo",2018-06-12 07:14:00,0,0,18,0,0,0,0,0,2,6,0,0
"video",2018-06-12 07:01:00,0,6,33,0,0,0,0,0,2,6,0,0
"video",2018-06-12 06:58:00,593,210,95,56,2,3,0,0,2,6,89543,0
"video",2018-06-12 03:22:00,0,4,16,0,0,0,0,0,2,6,0,0
"photo",2018-06-12 02:36:00,1,0,40,0,1,0,0,0,2,6,40,0
"photo",2018-06-12 02:17:00,1,0,38,0,0,0,0,0,2,6,38,0
"video",2018-06-12 02:09:00,0,1,20,0,0,0,0,0,2,6,0,0
"video",2018-06-12 02:07:00,361,87,80,17,0,2,0,0,2,6,35017,0
"photo",2018-06-12 01:47:00,3,0,29,0,0,0,0,0,2,6,87,0
"photo",2018-06-12 01:31:00,0,0,22,0,0,0,0,0,2,6,0,0
"photo",2018-06-12 01:16:00,0,0,13,0,0,0,0,0,2,6,0,0
"video",2018-06-12 01:03:00,0,3,29,0,0,0,0,0,2,6,0,0
"video",2018-06-12 01:01:00,356,229,109,72,0,1,0,0,2,6,64436,0
"photo",2018-06-11 23:46:00,0,0,12,0,0,0,0,0,1,6,0,0
"photo",2018-06-11 23:24:00,0,0,12,0,0,0,0,0,1,6,0,0
"photo",2018-06-11 23:20:00,0,0,9,0,0,0,0,0,1,6,0,0
"photo",2018-06-11 23:00:00,0,0,11,0,0,0,0,0,1,6,0,0
"photo",2018-06-11 22:53:00,0,0,8,0,0,0,0,0,1,6,0,0
"photo",2018-06-11 22:41:00,2,0,23,0,0,0,0,0,1,6,46,0
"video",2018-06-11 22:31:00,0,4,16,0,0,0,0,0,1,6,0,0
"video",2018-06-11 22:17:00,1,0,13,0,0,0,0,0,1,6,13,0
"photo",2018-06-11 08:06:00,0,0,19,0,0,0,0,0,1,6,0,0
"photo",2018-06-11 07:47:00,0,0,26,0,0,0,0,0,1,6,0,0
"photo",2018-06-11 07:31:00,1,0,27,0,0,0,0,0,1,6,27,0
"photo",2018-06-11 07:15:00,0,0,14,0,0,0,0,0,1,6,0,0
"video",2018-06-11 07:07:00,0,13,64,0,0,0,0,0,1,6,0,0
"video",2018-06-11 07:04:00,455,199,98,53,0,3,0,0,1,6,68705,0
"photo",2018-06-11 03:50:00,1,0,20,0,0,0,0,0,1,6,20,0
"video",2018-06-11 03:43:00,0,0,19,0,0,0,0,0,1,6,0,0
"photo",2018-06-11 03:01:00,0,0,19,0,0,0,0,0,1,6,0,0
"photo",2018-06-11 02:40:00,0,0,10,0,0,0,0,0,1,6,0,0
"photo",2018-06-11 02:21:00,2,0,9,0,0,0,0,0,1,6,18,0
"photo",2018-06-11 02:08:00,0,0,15,0,0,0,0,0,1,6,0,0
"photo",2018-06-11 01:44:00,0,0,31,0,0,0,0,0,1,6,0,0
"photo",2018-06-11 01:27:00,2,0,23,0,0,0,0,0,1,6,46,0
"video",2018-06-11 01:20:00,0,13,49,1,0,0,0,0,1,6,0,0
"video",2018-06-11 01:18:00,695,263,151,106,0,2,0,0,1,6,178615,0
"photo",2018-06-10 23:17:00,0,0,25,0,0,0,0,0,7,6,0,0
"photo",2018-06-10 22:55:00,0,0,18,0,0,0,0,0,7,6,0,0
"photo",2018-06-10 22:47:00,0,0,26,0,0,0,0,0,7,6,0,0
"photo",2018-06-10 22:28:00,1,0,29,0,0,0,0,0,7,6,29,0
"video",2018-06-10 22:19:00,0,7,59,0,0,0,0,0,7,6,0,0
"photo",2018-06-10 08:04:00,0,0,19,0,0,0,0,0,7,6,0,0
"photo",2018-06-10 07:27:00,0,0,35,0,0,0,0,0,7,6,0,0
"photo",2018-06-10 07:07:00,0,0,14,0,0,0,0,0,7,6,0,0
"video",2018-06-10 06:59:00,0,7,23,0,0,0,0,0,7,6,0,0
"video",2018-06-10 06:58:00,84,92,45,17,1,0,0,0,7,6,5208,0
"photo",2018-06-10 02:30:00,0,0,27,0,0,0,0,0,7,6,0,0
"photo",2018-06-10 02:09:00,0,0,17,0,0,0,0,0,7,6,0,0
"photo",2018-06-10 01:48:00,1,0,14,0,0,0,0,0,7,6,14,0
"photo",2018-06-10 01:23:00,0,0,12,0,0,0,0,0,7,6,0,0
"photo",2018-06-10 01:10:00,0,1,32,0,0,0,0,0,7,6,0,0
"video",2018-06-10 01:03:00,0,6,37,0,0,0,0,0,7,6,0,0
"video",2018-06-10 01:02:00,303,221,73,69,2,1,0,1,7,6,43026,303
"photo",2018-06-09 22:50:00,1,0,40,0,0,0,0,0,6,6,40,0
"photo",2018-06-09 22:26:00,0,0,19,1,0,0,0,0,6,6,0,0
"photo",2018-06-09 22:02:00,0,0,20,0,0,0,0,0,6,6,0,0
"video",2018-06-09 21:51:00,0,5,49,1,0,0,0,0,6,6,0,0
"photo",2018-06-09 08:07:00,0,1,19,0,0,0,0,0,6,6,0,0
"photo",2018-06-09 07:39:00,0,0,46,0,0,0,0,0,6,6,0,0
"photo",2018-06-09 07:26:00,0,0,26,0,0,0,0,0,6,6,0,0
"photo",2018-06-09 07:11:00,0,0,14,0,0,0,0,0,6,6,0,0
"video",2018-06-09 07:03:00,0,13,55,0,0,0,0,0,6,6,0,0
"video",2018-06-09 07:02:00,418,163,108,49,1,4,0,0,6,6,65626,0
"photo",2018-06-09 03:19:00,0,0,9,1,0,0,0,0,6,6,0,0
"video",2018-06-09 03:07:00,0,13,26,0,0,0,0,0,6,6,0,0
"photo",2018-06-09 02:41:00,0,0,11,0,0,0,0,0,6,6,0,0
"photo",2018-06-09 02:14:00,0,0,18,0,0,0,0,0,6,6,0,0
"photo",2018-06-09 02:03:00,1,0,12,0,0,0,0,0,6,6,12,0
"photo",2018-06-09 01:41:00,2,0,35,0,0,0,0,0,6,6,70,0
"photo",2018-06-09 01:22:00,0,0,14,0,0,0,0,0,6,6,0,0
"video",2018-06-09 01:12:00,0,15,63,0,0,0,0,0,6,6,0,0
"video",2018-06-09 01:11:00,530,224,101,80,0,1,1,1,6,6,95930,1060
"photo",2018-06-08 23:14:00,0,0,27,1,0,0,0,0,5,6,0,0
"photo",2018-06-08 22:48:00,0,0,24,0,0,0,0,0,5,6,0,0
"photo",2018-06-08 22:25:00,0,0,33,0,0,0,0,0,5,6,0,0
"photo",2018-06-08 22:04:00,0,0,16,1,0,0,0,0,5,6,0,0
"video",2018-06-08 21:50:00,0,14,58,0,0,0,0,0,5,6,0,0
"photo",2018-06-08 08:01:00,0,0,33,0,0,0,0,0,5,6,0,0
"photo",2018-06-08 07:46:00,0,0,39,0,0,0,0,0,5,6,0,0
"photo",2018-06-08 07:32:00,1,0,11,0,0,0,0,0,5,6,11,0
"photo",2018-06-08 07:12:00,0,0,16,0,0,0,0,0,5,6,0,0
"video",2018-06-08 07:03:00,0,9,63,0,0,0,0,0,5,6,0,0
"video",2018-06-08 07:02:00,0,2,6,0,0,0,0,0,5,6,0,0
"video",2018-06-08 07:01:00,637,223,111,81,1,2,1,0,5,6,122304,637
"photo",2018-06-08 02:24:00,0,1,31,0,0,0,0,0,5,6,0,0
"photo",2018-06-08 02:10:00,1,0,40,0,0,0,0,0,5,6,40,0
"photo",2018-06-08 01:40:00,3,1,22,0,0,0,0,0,5,6,66,0
"photo",2018-06-08 01:28:00,0,0,24,0,1,0,0,0,5,6,0,0
"photo",2018-06-08 01:11:00,0,1,25,0,0,0,0,0,5,6,0,0
"video",2018-06-08 01:02:00,0,5,36,0,0,0,0,0,5,6,0,0
"video",2018-06-08 01:01:00,401,213,83,78,1,0,0,0,5,6,64561,0
"photo",2018-06-07 23:30:00,0,0,24,1,0,0,0,0,4,6,0,0
"photo",2018-06-07 23:14:00,1,0,14,0,0,0,0,0,4,6,14,0
"photo",2018-06-07 22:50:00,1,1,52,0,0,0,0,0,4,6,52,0
"photo",2018-06-07 22:09:00,0,0,26,0,0,0,0,0,4,6,0,0
"video",2018-06-07 22:00:00,0,15,36,0,0,0,0,0,4,6,0,0
"photo",2018-06-07 08:01:00,0,0,10,0,0,0,0,0,4,6,0,0
"photo",2018-06-07 07:44:00,1,0,15,0,0,0,0,0,4,6,15,0
"photo",2018-06-07 07:15:00,0,0,16,0,0,0,0,0,4,6,0,0
"photo",2018-06-07 07:06:00,3,0,15,1,0,0,0,0,4,6,48,0
"video",2018-06-07 06:56:00,0,1,31,0,0,0,0,0,4,6,0,0
"video",2018-06-07 06:55:00,506,211,124,52,2,2,1,0,4,6,89056,506
"video",2018-06-07 06:52:00,0,0,1,0,0,0,0,0,4,6,0,0
"video",2018-06-07 06:50:00,40,30,37,5,0,0,0,0,4,6,1680,0
"photo",2018-06-07 02:25:00,2,0,36,1,0,0,0,0,4,6,74,0
"photo",2018-06-07 02:11:00,2,0,26,0,0,0,0,0,4,6,52,0
"photo",2018-06-07 01:56:00,0,0,32,0,0,0,0,0,4,6,0,0
"photo",2018-06-07 01:51:00,2,1,16,1,0,0,0,0,4,6,34,0
"photo",2018-06-07 01:33:00,1,0,19,0,0,0,0,0,4,6,19,0
"photo",2018-06-07 01:19:00,0,0,18,0,0,0,0,0,4,6,0,0
"video",2018-06-07 01:07:00,0,13,51,0,0,0,0,0,4,6,0,0
"video",2018-06-07 01:06:00,0,1,4,0,0,0,0,0,4,6,0,0
"video",2018-06-07 01:04:00,512,201,83,88,1,2,0,0,4,6,87552,0
"photo",2018-06-06 22:32:00,2,0,38,0,0,0,0,0,3,6,76,0
"photo",2018-06-06 22:22:00,0,0,29,0,0,0,0,0,3,6,0,0
"photo",2018-06-06 22:06:00,1,0,32,0,0,0,0,0,3,6,32,0
"photo",2018-06-06 07:42:00,0,0,22,0,0,0,0,0,3,6,0,0
"photo",2018-06-06 07:14:00,1,3,13,0,0,0,0,0,3,6,13,0
"video",2018-06-06 07:06:00,0,3,24,0,0,0,0,0,3,6,0,0
"video",2018-06-06 07:00:00,209,132,64,14,0,0,0,0,3,6,16302,0
"photo",2018-06-06 03:41:00,0,0,26,0,0,0,0,0,3,6,0,0
"video",2018-06-06 03:30:00,0,5,23,0,0,0,0,0,3,6,0,0
"photo",2018-06-06 02:13:00,1,0,23,0,0,0,0,0,3,6,23,0
"photo",2018-06-06 01:47:00,0,0,19,0,0,0,0,0,3,6,0,0
"photo",2018-06-06 01:34:00,0,0,11,0,0,0,0,0,3,6,0,0
"photo",2018-06-06 01:24:00,0,0,3,0,0,0,0,0,3,6,0,0
"video",2018-06-06 01:10:00,0,5,26,0,0,0,0,0,3,6,0,0
"video",2018-06-06 01:08:00,259,153,52,58,0,5,0,0,3,6,28490,0
"photo",2018-06-05 22:46:00,1,1,40,0,0,0,0,0,2,6,40,0
"photo",2018-06-05 22:28:00,0,0,17,0,0,0,0,0,2,6,0,0
"photo",2018-06-05 22:13:00,2,0,31,1,0,0,0,0,2,6,64,0
"photo",2018-06-05 22:00:00,0,0,12,0,0,0,0,0,2,6,0,0
"video",2018-06-05 21:45:00,0,13,46,0,0,0,0,0,2,6,0,0
"photo",2018-06-05 08:10:00,1,0,20,0,0,0,0,0,2,6,20,0
"photo",2018-06-05 08:00:00,0,0,13,0,0,0,0,0,2,6,0,0
"photo",2018-06-05 07:29:00,0,1,29,0,0,0,0,0,2,6,0,0
"photo",2018-06-05 07:18:00,0,1,35,0,0,0,0,0,2,6,0,0
"video",2018-06-05 07:07:00,0,19,58,0,0,0,0,0,2,6,0,0
"video",2018-06-05 07:05:00,555,240,121,49,1,1,0,0,2,6,94350,0
"photo",2018-06-05 01:54:00,0,0,24,0,0,0,0,0,2,6,0,0
"photo",2018-06-05 01:41:00,1,2,21,0,0,0,0,0,2,6,21,0
"photo",2018-06-05 01:20:00,0,0,15,0,0,0,0,0,2,6,0,0
"video",2018-06-05 01:10:00,0,9,38,0,0,0,0,0,2,6,0,0
"video",2018-06-05 01:09:00,482,189,98,55,2,1,0,0,2,6,73746,0
"photo",2018-06-04 23:04:00,1,0,17,0,0,0,0,0,1,6,17,0
"photo",2018-06-04 22:25:00,0,0,32,0,0,0,0,0,1,6,0,0
"photo",2018-06-04 22:01:00,1,0,25,0,0,0,0,0,1,6,25,0
"video",2018-06-04 21:45:00,0,13,63,0,1,0,0,0,1,6,0,0
"photo",2018-06-04 08:12:00,2,1,42,0,0,0,0,0,1,6,84,0
"photo",2018-06-04 07:56:00,1,0,22,0,0,0,0,0,1,6,22,0
"photo",2018-06-04 07:33:00,0,0,24,0,0,0,0,0,1,6,0,0
"photo",2018-06-04 07:13:00,0,0,12,0,0,0,0,0,1,6,0,0
"video",2018-06-04 07:03:00,0,5,60,0,0,0,0,0,1,6,0,0
"video",2018-06-04 07:00:00,458,272,115,38,1,2,0,0,1,6,70074,0
"video",2018-06-04 04:03:00,1,1,22,0,0,0,0,0,1,6,22,0
"photo",2018-06-04 03:16:00,1,0,34,0,0,0,0,0,1,6,34,0
"video",2018-06-04 03:07:00,0,2,22,0,0,0,0,0,1,6,0,0
"photo",2018-06-04 02:36:00,0,0,33,0,0,0,0,0,1,6,0,0
"photo",2018-06-04 02:10:00,1,0,13,0,0,0,0,0,1,6,13,0
"photo",2018-06-04 01:57:00,0,1,26,0,0,0,0,0,1,6,0,0
"photo",2018-06-04 01:36:00,0,0,13,0,0,0,0,0,1,6,0,0
"photo",2018-06-04 01:13:00,0,0,18,0,0,0,0,0,1,6,0,0
"photo",2018-06-03 23:01:00,0,0,24,0,0,0,0,0,7,6,0,0
"photo",2018-06-03 22:50:00,1,0,18,0,0,0,0,0,7,6,18,0
"photo",2018-06-03 22:30:00,0,0,8,0,0,0,0,0,7,6,0,0
"photo",2018-06-03 22:13:00,0,0,13,0,0,0,0,0,7,6,0,0
"video",2018-06-03 22:02:00,0,4,27,0,0,0,0,0,7,6,0,0
"photo",2018-06-03 07:46:00,0,0,20,1,0,0,0,0,7,6,0,0
"photo",2018-06-03 07:33:00,0,0,18,0,0,0,0,0,7,6,0,0
"photo",2018-06-03 07:13:00,0,0,10,0,0,0,0,0,7,6,0,0
"video",2018-06-03 07:03:00,0,19,61,0,0,1,0,0,7,6,0,0
"video",2018-06-03 07:01:00,627,230,134,76,3,6,0,0,7,6,131670,0
"video",2018-06-03 03:27:00,0,2,25,0,0,0,0,0,7,6,0,0
"photo",2018-06-03 03:24:00,1,0,28,0,0,0,0,0,7,6,28,0
"photo",2018-06-03 02:50:00,1,0,19,0,0,0,0,0,7,6,19,0
"photo",2018-06-03 02:34:00,0,0,20,0,0,0,0,0,7,6,0,0
"photo",2018-06-03 02:24:00,0,0,15,0,0,0,0,0,7,6,0,0
"photo",2018-06-03 02:08:00,0,0,9,0,0,0,0,0,7,6,0,0
"photo",2018-06-03 01:55:00,0,1,21,1,0,0,0,0,7,6,0,0
"photo",2018-06-03 01:42:00,1,1,12,0,0,0,0,0,7,6,12,0
"photo",2018-06-03 01:23:00,0,0,15,0,0,0,0,0,7,6,0,0
"video",2018-06-03 01:13:00,0,14,51,0,0,0,0,0,7,6,0,0
"video",2018-06-03 01:12:00,597,241,135,105,0,2,1,0,7,6,143280,597
"photo",2018-06-02 22:53:00,0,0,17,0,0,0,0,0,6,6,0,0
"photo",2018-06-02 22:38:00,0,0,17,0,0,0,0,0,6,6,0,0
"photo",2018-06-02 22:18:00,0,0,16,0,0,0,0,0,6,6,0,0
"photo",2018-06-02 22:03:00,0,0,15,0,0,0,0,0,6,6,0,0
"photo",2018-06-02 08:07:00,0,0,31,0,0,0,0,0,6,6,0,0
"photo",2018-06-02 07:53:00,0,0,20,0,0,0,0,0,6,6,0,0
"photo",2018-06-02 07:37:00,0,0,11,0,0,0,0,0,6,6,0,0
"photo",2018-06-02 07:16:00,0,0,33,0,1,0,0,0,6,6,0,0
"photo",2018-06-02 02:23:00,0,0,18,0,0,0,0,0,6,6,0,0
"photo",2018-06-02 02:01:00,0,1,14,1,0,0,0,0,6,6,0,0
"photo",2018-06-02 01:36:00,0,0,18,0,0,0,0,0,6,6,0,0
"photo",2018-06-02 01:25:00,1,2,42,1,0,0,0,0,6,6,43,0
"video",2018-06-02 01:14:00,0,17,57,0,0,0,0,0,6,6,0,0
"video",2018-06-02 01:12:00,619,239,144,59,1,0,1,0,6,6,125657,619
"photo",2018-06-01 22:50:00,0,0,28,0,0,0,0,0,5,6,0,0
"photo",2018-06-01 22:25:00,1,0,26,0,0,0,0,0,5,6,26,0
"photo",2018-06-01 22:13:00,0,0,11,0,0,0,0,0,5,6,0,0
"photo",2018-06-01 21:51:00,0,0,13,0,0,0,0,0,5,6,0,0
"video",2018-06-01 21:41:00,0,5,41,0,0,0,0,0,5,6,0,0
"photo",2018-06-01 07:59:00,0,1,14,0,0,0,0,0,5,6,0,0
"photo",2018-06-01 07:46:00,0,1,23,0,0,0,0,0,5,6,0,0
"photo",2018-06-01 07:19:00,0,0,10,0,0,0,0,0,5,6,0,0
"video",2018-06-01 07:07:00,0,6,49,1,0,0,0,0,5,6,0,0
"video",2018-06-01 07:06:00,395,195,102,32,0,0,1,1,5,6,52930,790
"photo",2018-06-01 02:48:00,0,0,16,0,0,0,0,0,5,6,0,0
"photo",2018-06-01 02:39:00,0,0,9,0,0,0,0,0,5,6,0,0
"photo",2018-06-01 02:25:00,2,0,18,0,0,0,0,0,5,6,36,0
"photo",2018-06-01 02:12:00,0,0,2,0,0,0,0,0,5,6,0,0
"photo",2018-06-01 01:55:00,0,0,10,0,0,0,0,0,5,6,0,0
"photo",2018-06-01 01:46:00,0,0,16,0,0,0,0,0,5,6,0,0
"photo",2018-06-01 01:23:00,0,0,10,0,0,0,0,0,5,6,0,0
"status",2018-05-31 22:49:00,0,0,34,1,0,0,0,0,4,5,0,0
"photo",2018-05-31 22:37:00,1,1,20,0,0,0,0,0,4,5,20,0
"photo",2018-05-31 22:22:00,0,0,6,0,0,0,0,0,4,5,0,0
"photo",2018-05-31 22:09:00,1,0,33,0,0,0,0,0,4,5,33,0
"photo",2018-05-31 08:09:00,3,0,24,0,0,0,0,0,4,5,72,0
"photo",2018-05-31 07:40:00,1,0,39,0,0,0,0,0,4,5,39,0
"photo",2018-05-31 07:24:00,0,0,38,0,0,0,0,0,4,5,0,0
"photo",2018-05-31 07:12:00,1,0,24,1,0,0,0,0,4,5,25,0
"video",2018-05-31 07:02:00,0,6,63,0,0,0,0,0,4,5,0,0
"video",2018-05-31 07:00:00,579,202,118,40,1,2,0,0,4,5,91482,0
"photo",2018-05-31 02:36:00,0,0,19,0,0,0,0,0,4,5,0,0
"photo",2018-05-31 02:24:00,1,0,37,0,0,0,0,0,4,5,37,0
"photo",2018-05-31 02:11:00,0,0,7,0,0,0,0,0,4,5,0,0
"photo",2018-05-31 02:00:00,0,0,20,0,0,0,0,0,4,5,0,0
"photo",2018-05-31 01:45:00,0,0,17,0,0,0,0,0,4,5,0,0
"photo",2018-05-31 01:27:00,0,2,22,0,0,0,0,0,4,5,0,0
"photo",2018-05-31 01:14:00,1,0,23,0,0,0,0,0,4,5,23,0
"video",2018-05-31 01:03:00,1,19,79,0,0,0,0,0,4,5,79,0
"video",2018-05-31 01:02:00,595,273,121,48,0,0,2,0,4,5,100555,1190
"photo",2018-05-30 08:04:00,0,2,46,0,0,0,0,0,3,5,0,0
"photo",2018-05-30 07:52:00,1,5,27,1,0,0,0,0,3,5,28,0
"photo",2018-05-30 07:42:00,0,0,15,0,0,0,0,0,3,5,0,0
"photo",2018-05-30 07:30:00,0,0,33,0,0,0,0,0,3,5,0,0
"video",2018-05-30 07:20:00,2,10,48,0,0,0,0,0,3,5,96,0
"photo",2018-05-30 07:11:00,0,0,10,0,0,0,0,0,3,5,0,0
"video",2018-05-30 07:01:00,366,150,150,30,1,0,0,0,3,5,65880,0
"video",2018-05-30 03:18:00,0,0,14,0,0,0,0,0,3,5,0,0
"photo",2018-05-30 02:10:00,0,0,11,0,0,0,0,0,3,5,0,0
"photo",2018-05-30 01:51:00,0,1,27,0,0,0,0,0,3,5,0,0
"photo",2018-05-30 01:33:00,0,0,11,0,0,0,0,0,3,5,0,0
"photo",2018-05-30 01:16:00,2,0,26,0,0,0,0,0,3,5,52,0
"photo",2018-05-29 22:59:00,0,0,12,0,0,0,0,0,2,5,0,0
"photo",2018-05-29 22:42:00,0,0,10,0,0,0,0,0,2,5,0,0
"photo",2018-05-29 22:31:00,0,0,7,0,0,0,0,0,2,5,0,0
"video",2018-05-29 22:13:00,0,4,31,1,0,0,0,0,2,5,0,0
"photo",2018-05-29 08:27:00,0,0,95,0,0,0,0,0,2,5,0,0
"photo",2018-05-29 08:13:00,0,0,14,0,0,0,0,0,2,5,0,0
