"status_type","status_published","num_comments","num_shares","num_likes","dow","moy","pos_emo_int"
"photo",2013-04-09 07:58:00,3,0,13,2,4,39
"photo",2013-04-09 07:51:00,3,0,28,2,4,84
"photo",2013-04-09 02:37:00,0,1,34,2,4,0
"photo",2013-04-08 23:18:00,1,0,83,1,4,83
"photo",2013-04-08 09:23:00,0,0,7,1,4,0
"photo",2013-04-08 03:45:00,0,0,34,1,4,0
"photo",2013-04-08 01:54:00,3,0,97,1,4,291
"photo",2013-04-07 09:13:00,4,0,24,7,4,96
"photo",2013-04-07 08:11:00,18,0,106,7,4,1908
"photo",2013-04-07 05:50:00,4,0,131,7,4,524
"photo",2013-04-06 11:20:00,7,0,132,6,4,924
"photo",2013-04-06 09:10:00,5,0,79,6,4,395
"photo",2013-04-05 10:49:00,2,7,71,5,4,142
"photo",2013-04-05 00:14:00,8,5,55,5,4,440
"photo",2013-04-04 21:43:00,9,0,51,4,4,459
"photo",2013-04-04 12:03:00,3,1,46,4,4,138
"photo",2013-04-04 10:02:00,2,2,5,4,4,10
"photo",2013-04-03 05:50:00,5,0,52,3,4,260
"photo",2013-04-03 03:46:00,0,0,18,3,4,0
"photo",2013-04-02 11:44:00,13,0,207,2,4,2691
"photo",2013-04-02 09:20:00,5,0,105,2,4,525
"photo",2013-04-02 08:55:00,0,0,30,2,4,0
"photo",2013-03-31 23:22:00,0,0,32,7,3,0
"photo",2013-03-31 09:57:00,10,0,44,7,3,440
"photo",2013-03-31 09:57:00,28,1,100,7,3,2800
"photo",2013-03-30 03:34:00,4,0,58,6,3,232
"photo",2013-03-29 03:29:00,1,0,22,5,3,22
"photo",2013-03-29 01:57:00,0,0,26,5,3,0
"photo",2013-03-28 01:52:00,4,0,45,4,3,180
"photo",2013-03-28 00:36:00,0,0,21,4,3,0
"photo",2013-03-26 03:18:00,15,0,75,2,3,1125
"photo",2013-03-26 03:05:00,0,1,21,2,3,0
"photo",2013-03-25 10:29:00,23,0,72,1,3,1656
"photo",2013-03-25 05:14:00,1,0,50,1,3,50
"photo",2013-03-25 02:38:00,6,0,26,1,3,156
"photo",2013-03-24 23:02:00,9,0,46,7,3,414
"photo",2013-03-24 23:01:00,7,0,80,7,3,560
"photo",2013-03-24 03:21:00,11,0,41,7,3,451
"photo",2013-03-23 10:41:00,6,0,69,6,3,414
"photo",2013-03-21 11:33:00,2,2,3,4,3,6
"photo",2013-03-20 01:07:00,4,0,21,3,3,84
"photo",2013-03-16 22:24:00,1,0,64,6,3,64
"photo",2013-03-13 11:58:00,19,0,60,3,3,1140
"photo",2013-03-13 01:14:00,3,0,25,3,3,75
"photo",2013-03-11 10:41:00,17,0,48,1,3,816
"photo",2013-03-10 10:02:00,4,0,45,7,3,180
"photo",2013-03-10 04:23:00,0,1,2,7,3,0
"photo",2013-03-09 09:22:00,0,1,7,6,3,0
"photo",2013-03-08 22:07:00,13,0,61,5,3,793
"photo",2013-03-08 07:03:00,9,0,16,5,3,144
"photo",2013-03-08 02:07:00,3,0,27,5,3,81
"photo",2013-03-07 23:11:00,16,11,42,4,3,672
"photo",2013-03-07 11:46:00,0,0,65,4,3,0
"photo",2013-03-06 11:21:00,4,0,44,3,3,176
"photo",2013-03-06 06:39:00,12,0,55,3,3,660
"photo",2013-03-06 06:05:00,7,0,59,3,3,413
"photo",2013-03-06 05:50:00,6,0,51,3,3,306
"photo",2013-03-04 05:35:00,1,0,41,1,3,41
"photo",2013-03-04 01:33:00,5,0,12,1,3,60
"photo",2013-03-04 00:47:00,7,0,57,1,3,399
"photo",2013-03-03 23:14:00,7,0,55,7,3,385
"photo",2013-03-03 23:07:00,4,0,76,7,3,304
"photo",2013-03-02 08:35:00,14,0,103,6,3,1442
"photo",2013-03-02 08:33:00,2,0,46,6,3,92
"photo",2013-03-01 08:51:00,14,0,74,5,3,1036
"photo",2013-02-28 09:15:00,0,0,25,4,2,0
"photo",2013-02-28 09:05:00,0,0,34,4,2,0
"photo",2013-02-28 08:44:00,1,0,50,4,2,50
"photo",2013-02-28 08:35:00,0,0,47,4,2,0
"photo",2013-02-28 05:07:00,2,0,64,4,2,128
"photo",2013-02-27 05:49:00,1,0,40,3,2,40
"photo",2013-02-27 05:21:00,1,0,58,3,2,58
"photo",2013-02-27 05:12:00,3,0,67,3,2,201
"photo",2013-02-26 07:44:00,3,0,50,2,2,150
"photo",2013-02-26 07:24:00,1,0,53,2,2,53
"photo",2013-02-26 07:11:00,8,0,67,2,2,536
"photo",2013-02-26 07:06:00,12,0,90,2,2,1080
"photo",2013-02-26 06:47:00,2,0,60,2,2,120
"photo",2013-02-25 10:37:00,8,0,30,1,2,240
"photo",2013-02-25 10:24:00,10,0,52,1,2,520
"photo",2013-02-25 09:37:00,0,0,5,1,2,0
"photo",2013-02-24 07:16:00,14,0,56,7,2,784
"photo",2013-02-24 07:14:00,2,0,26,7,2,52
"photo",2013-02-24 04:55:00,11,0,71,7,2,781
"photo",2013-02-24 01:51:00,4,0,53,7,2,212
"photo",2013-02-23 12:28:00,2,0,35,6,2,70
"photo",2013-02-20 23:46:00,2,0,31,3,2,62
"photo",2013-02-20 11:17:00,0,0,45,3,2,0
"photo",2013-02-20 11:11:00,1,0,20,3,2,20
"photo",2013-02-19 21:06:00,2,2,3,2,2,6
"photo",2013-02-18 04:15:00,0,0,48,1,2,0
"photo",2013-02-18 04:14:00,0,0,18,1,2,0
"photo",2013-02-17 08:59:00,10,0,56,7,2,560
"photo",2013-02-17 03:58:00,2,1,64,7,2,128
"photo",2013-02-16 07:52:00,0,0,63,6,2,0
"photo",2013-02-16 07:21:00,9,2,40,6,2,360
"photo",2013-02-16 06:11:00,1,0,92,6,2,92
"photo",2013-02-16 03:05:00,0,0,53,6,2,0
"photo",2013-02-15 09:47:00,0,0,33,5,2,0
"photo",2013-02-15 09:00:00,6,0,84,5,2,504
"photo",2013-02-15 08:51:00,11,0,87,5,2,957
"photo",2013-02-15 07:59:00,0,0,26,5,2,0
"photo",2013-02-15 05:51:00,0,0,22,5,2,0
"photo",2013-02-15 03:35:00,0,5,78,5,2,0
"photo",2013-02-15 02:54:00,6,7,67,5,2,402
"photo",2013-02-11 03:53:00,1,0,26,1,2,26
"photo",2013-02-11 03:52:00,0,0,14,1,2,0
"photo",2013-02-10 00:55:00,0,0,18,7,2,0
"photo",2013-02-08 00:59:00,0,0,24,5,2,0
"photo",2013-02-08 00:37:00,0,0,27,5,2,0
"photo",2013-02-07 11:41:00,11,0,30,4,2,330
"photo",2013-02-03 06:43:00,4,0,34,7,2,136
"photo",2013-02-03 06:30:00,1,1,26,7,2,26
"photo",2013-02-03 00:37:00,4,0,38,7,2,152
"photo",2013-02-03 00:13:00,5,0,55,7,2,275
"photo",2013-02-02 21:06:00,9,0,80,6,2,720
"photo",2013-02-02 08:30:00,3,0,33,6,2,99
"photo",2013-02-02 08:24:00,10,0,44,6,2,440
"photo",2013-02-02 08:17:00,7,0,41,6,2,287
"photo",2013-02-02 08:12:00,3,0,30,6,2,90
"photo",2013-01-31 07:10:00,0,0,34,4,1,0
"photo",2013-01-31 07:09:00,0,0,30,4,1,0
"photo",2013-01-31 05:51:00,9,0,38,4,1,342
"photo",2013-01-31 05:37:00,4,1,24,4,1,96
"photo",2013-01-31 04:34:00,2,0,37,4,1,74
"photo",2013-01-31 03:35:00,3,0,18,4,1,54
"photo",2013-01-30 23:57:00,15,0,55,3,1,825
"photo",2013-01-30 09:25:00,3,0,54,3,1,162
"photo",2013-01-30 09:22:00,11,0,67,3,1,737
"photo",2013-01-30 04:37:00,18,0,94,3,1,1692
"photo",2013-01-29 09:09:00,2,0,41,2,1,82
"photo",2013-01-29 08:57:00,2,0,36,2,1,72
"photo",2013-01-29 08:56:00,3,1,65,2,1,195
"photo",2013-01-26 08:31:00,6,0,90,6,1,540
"photo",2013-01-26 05:47:00,2,0,42,6,1,84
"photo",2013-01-25 11:29:00,4,0,48,5,1,192
"photo",2013-01-25 00:50:00,10,0,45,5,1,450
"photo",2013-01-24 10:12:00,2,0,47,4,1,94
"photo",2013-01-24 10:10:00,4,0,31,4,1,124
"photo",2013-01-24 05:00:00,23,0,105,4,1,2415
"photo",2013-01-23 13:44:00,0,0,48,3,1,0
"photo",2013-01-22 10:09:00,5,0,37,2,1,185
"photo",2013-01-21 11:40:00,2,2,5,1,1,10
"photo",2013-01-21 05:06:00,0,0,11,1,1,0
"photo",2013-01-18 22:47:00,11,1,27,5,1,297
"photo",2013-01-18 09:10:00,0,0,2,5,1,0
"photo",2013-01-17 13:22:00,1,0,43,4,1,43
"photo",2013-01-16 22:25:00,4,0,46,3,1,184
"photo",2013-01-16 10:01:00,3,0,53,3,1,159
"photo",2013-01-16 00:05:00,1,0,10,3,1,10
"photo",2013-01-15 21:13:00,5,0,22,2,1,110
"photo",2013-01-15 06:26:00,3,1,12,2,1,36
"photo",2013-01-14 04:40:00,6,0,50,1,1,300
"photo",2013-01-13 23:29:00,13,0,47,7,1,611
"photo",2013-01-13 09:46:00,0,2,14,7,1,0
"photo",2013-01-13 09:20:00,0,0,1,7,1,0
"photo",2013-01-13 04:43:00,18,0,25,7,1,450
"photo",2013-01-13 04:11:00,0,0,16,7,1,0
"photo",2013-01-13 03:24:00,2,0,46,7,1,92
"photo",2013-01-13 03:23:00,1,0,76,7,1,76
"photo",2013-01-13 00:41:00,0,0,16,7,1,0
"photo",2013-01-12 23:54:00,1,0,40,6,1,40
"photo",2013-01-12 06:48:00,15,0,83,6,1,1245
"photo",2013-01-12 02:15:00,28,1,89,6,1,2492
"photo",2013-01-11 13:00:00,0,0,30,5,1,0
"photo",2013-01-11 11:55:00,0,0,12,5,1,0
"photo",2013-01-11 00:25:00,17,0,52,5,1,884
"photo",2013-01-10 20:49:00,19,0,58,4,1,1102
"photo",2013-01-10 04:27:00,4,0,22,4,1,88
"photo",2013-01-10 01:07:00,0,0,6,4,1,0
"photo",2013-01-09 22:27:00,2,0,30,3,1,60
"photo",2013-01-09 02:50:00,5,0,58,3,1,290
"photo",2013-01-09 00:41:00,4,5,32,3,1,128
"photo",2013-01-08 09:47:00,5,0,48,2,1,240
"photo",2013-01-08 08:28:00,4,0,43,2,1,172
"photo",2013-01-06 09:25:00,0,0,30,7,1,0
"photo",2013-01-06 02:24:00,3,0,41,7,1,123
"photo",2013-01-06 02:15:00,10,0,42,7,1,420
"photo",2013-01-05 09:54:00,6,0,59,6,1,354
"photo",2013-01-04 07:23:00,0,0,17,5,1,0
"photo",2013-01-03 09:39:00,0,0,47,4,1,0
"photo",2013-01-03 09:17:00,5,2,14,4,1,70
"photo",2013-01-03 01:30:00,1,0,12,4,1,12
"status",2013-01-02 09:06:00,23,4,30,3,1,690
"photo",2013-01-02 02:23:00,3,1,25,3,1,75
"photo",2012-12-23 03:11:00,0,0,0,7,12,0
"photo",2012-12-21 06:02:00,1,0,4,5,12,4
"photo",2012-12-13 11:36:00,0,0,3,4,12,0
"photo",2012-11-18 09:50:00,1,1,5,7,11,5
"photo",2012-11-18 09:16:00,0,0,2,7,11,0
"photo",2012-11-09 03:28:00,6,0,11,5,11,66
"photo",2012-11-09 00:54:00,10,0,38,5,11,380
"photo",2012-11-08 03:32:00,0,0,13,4,11,0
"photo",2012-11-08 03:28:00,0,0,19,4,11,0
"photo",2012-11-07 02:46:00,1,0,15,3,11,15
"photo",2012-11-06 05:23:00,4,0,21,2,11,84
"photo",2012-11-05 05:19:00,2,0,42,1,11,84
"photo",2012-11-05 05:07:00,0,0,12,1,11,0
"photo",2012-11-05 05:03:00,4,0,19,1,11,76
"photo",2012-11-05 04:55:00,2,0,24,1,11,48
"photo",2012-11-05 04:51:00,1,0,32,1,11,32
"photo",2012-11-05 04:32:00,8,0,15,1,11,120
"photo",2012-11-05 03:59:00,4,0,22,1,11,88
"photo",2012-11-05 02:05:00,8,0,33,1,11,264
"photo",2012-11-04 10:50:00,6,0,11,7,11,66
"photo",2012-11-04 04:56:00,6,0,47,7,11,282
"photo",2012-11-04 04:00:00,7,0,41,7,11,287
"photo",2012-11-04 02:27:00,4,0,29,7,11,116
"photo",2012-11-03 08:10:00,7,0,48,6,11,336
"photo",2012-11-03 06:23:00,8,0,13,6,11,104
"photo",2012-11-03 01:39:00,2,0,32,6,11,64
"photo",2012-11-02 11:09:00,8,0,42,5,11,336
"photo",2012-11-02 11:05:00,5,0,26,5,11,130
"photo",2012-11-02 09:41:00,25,0,67,5,11,1675
"photo",2012-11-02 04:01:00,4,0,23,5,11,92
"photo",2012-11-01 09:35:00,4,0,33,4,11,132
"photo",2012-11-01 08:58:00,3,0,25,4,11,75
"photo",2012-11-01 00:48:00,4,0,22,4,11,88
"photo",2012-10-31 12:38:00,0,0,26,3,10,0
"photo",2012-10-31 09:44:00,10,0,38,3,10,380
"photo",2012-10-31 09:29:00,19,0,50,3,10,950
"photo",2012-10-31 02:05:00,1,0,29,3,10,29
"photo",2012-10-30 19:13:00,0,0,26,2,10,0
"photo",2012-10-30 07:15:00,1,0,25,2,10,25
"photo",2012-10-30 06:43:00,0,0,15,2,10,0
"photo",2012-10-30 04:25:00,0,0,18,2,10,0
"photo",2012-10-30 02:23:00,4,0,28,2,10,112
"photo",2012-10-29 12:10:00,23,0,14,1,10,322
"photo",2012-10-28 03:46:00,2,0,20,7,10,40
"photo",2012-10-27 09:38:00,21,0,17,6,10,357
"photo",2012-10-27 02:28:00,0,0,34,6,10,0
"photo",2012-10-26 03:49:00,11,0,17,5,10,187
"photo",2012-10-24 22:28:00,6,0,40,3,10,240
"photo",2012-10-24 01:37:00,5,0,21,3,10,105
"photo",2012-10-24 01:19:00,4,0,14,3,10,56
"photo",2012-10-23 08:19:00,17,1,43,2,10,731
"photo",2012-10-23 08:16:00,5,0,27,2,10,135
"photo",2012-10-23 08:14:00,22,0,35,2,10,770
"photo",2012-10-23 06:39:00,1,0,24,2,10,24
"photo",2012-10-23 06:37:00,4,0,30,2,10,120
"photo",2012-10-23 03:42:00,2,0,21,2,10,42
"photo",2012-10-22 23:57:00,7,0,41,1,10,287
"photo",2012-10-22 09:35:00,1,0,15,1,10,15
"photo",2012-10-22 07:33:00,6,0,27,1,10,162
"photo",2012-10-22 07:05:00,3,0,22,1,10,66
"photo",2012-10-22 03:42:00,13,0,36,1,10,468
"photo",2012-10-22 01:17:00,18,0,10,1,10,180
"photo",2012-10-21 03:53:00,5,0,24,7,10,120
"photo",2012-10-20 10:53:00,1,0,19,6,10,19
"photo",2012-10-20 09:14:00,25,0,63,6,10,1575
"photo",2012-10-20 02:47:00,15,0,47,6,10,705
"photo",2012-10-19 10:55:00,11,0,57,5,10,627
"photo",2012-10-19 08:53:00,4,0,14,5,10,56
"photo",2012-10-19 08:30:00,5,0,35,5,10,175
"photo",2012-10-19 08:15:00,0,2,12,5,10,0
"photo",2012-10-19 04:57:00,3,0,15,5,10,45
"photo",2012-10-19 01:15:00,15,0,31,5,10,465
"photo",2012-10-18 10:37:00,5,0,45,4,10,225
"photo",2012-10-18 08:55:00,24,0,35,4,10,840
"photo",2012-10-18 08:09:00,30,0,38,4,10,1140
"photo",2012-10-18 07:19:00,11,0,26,4,10,286
"photo",2012-10-18 06:53:00,11,0,35,4,10,385
"photo",2012-10-17 08:59:00,36,0,53,3,10,1908
"photo",2012-10-17 07:38:00,0,0,26,3,10,0
"photo",2012-10-17 03:19:00,0,0,16,3,10,0
"photo",2012-10-17 02:54:00,7,0,28,3,10,196
"photo",2012-10-17 02:09:00,1,1,16,3,10,16
"photo",2012-10-16 09:15:00,16,0,26,2,10,416
"photo",2012-10-16 08:44:00,11,0,26,2,10,286
"photo",2012-10-16 08:16:00,14,0,27,2,10,378
"photo",2012-10-16 07:29:00,6,0,33,2,10,198
"photo",2012-10-16 07:14:00,8,0,27,2,10,216
"photo",2012-10-16 07:07:00,10,0,37,2,10,370
"photo",2012-10-15 08:24:00,5,1,23,1,10,115
"photo",2012-10-15 08:21:00,0,0,13,1,10,0
"photo",2012-10-15 08:19:00,8,0,17,1,10,136
"photo",2012-10-15 07:30:00,0,0,30,1,10,0
"photo",2012-10-15 07:23:00,13,0,18,1,10,234
"photo",2012-10-15 07:06:00,9,0,30,1,10,270
"photo",2012-10-15 06:57:00,7,0,26,1,10,182
"photo",2012-10-15 01:01:00,9,0,16,1,10,144
"photo",2012-10-14 07:56:00,5,0,47,7,10,235
"photo",2012-10-13 11:49:00,7,0,16,6,10,112
"photo",2012-10-13 04:53:00,9,1,13,6,10,117
"photo",2012-10-13 04:52:00,13,1,32,6,10,416
"photo",2012-10-13 01:18:00,11,0,21,6,10,231
"photo",2012-10-12 08:47:00,8,0,24,5,10,192
"photo",2012-10-12 03:58:00,4,0,22,5,10,88
"photo",2012-10-12 03:57:00,2,0,14,5,10,28
"photo",2012-10-11 12:54:00,12,3,24,4,10,288
"photo",2012-10-10 10:34:00,1,0,24,3,10,24
"photo",2012-10-10 05:04:00,20,0,18,3,10,360
"photo",2012-10-09 09:25:00,2,0,14,2,10,28
"photo",2012-10-09 08:53:00,4,0,17,2,10,68
"photo",2012-10-09 08:50:00,0,0,14,2,10,0
"photo",2012-10-09 08:46:00,0,0,16,2,10,0
"photo",2012-10-09 08:38:00,0,0,15,2,10,0
"photo",2012-10-08 04:47:00,1,0,11,1,10,11
"photo",2012-10-08 04:01:00,0,1,15,1,10,0
"photo",2012-10-08 01:35:00,1,0,15,1,10,15
"photo",2012-10-07 11:18:00,8,0,16,7,10,128
"photo",2012-10-06 23:49:00,0,0,14,6,10,0
"photo",2012-10-06 09:40:00,0,0,17,6,10,0
"photo",2012-10-06 05:24:00,0,1,0,6,10,0
"photo",2012-10-06 04:55:00,2,0,32,6,10,64
"photo",2012-10-06 01:45:00,7,5,29,6,10,203
"photo",2012-10-05 23:15:00,12,0,19,5,10,228
"photo",2012-10-05 08:26:00,5,0,49,5,10,245
"photo",2012-10-05 05:30:00,25,1,62,5,10,1550
"photo",2012-10-04 23:28:00,11,0,9,4,10,99
"photo",2012-10-04 08:57:00,7,0,33,4,10,231
"photo",2012-10-04 08:35:00,28,0,40,4,10,1120
"photo",2012-10-03 10:26:00,31,0,46,3,10,1426
"photo",2012-10-03 09:10:00,11,0,31,3,10,341
"photo",2012-10-02 23:11:00,0,0,15,2,10,0
"photo",2012-10-02 09:16:00,17,0,40,2,10,680
"photo",2012-10-02 05:15:00,5,0,20,2,10,100
"photo",2012-10-01 10:00:00,9,1,32,1,10,288
"photo",2012-10-01 09:40:00,11,1,34,1,10,374
"photo",2012-10-01 05:50:00,0,0,14,1,10,0
"photo",2012-10-01 03:32:00,10,2,16,1,10,160
"photo",2012-09-30 21:55:00,0,1,5,7,9,0
"photo",2012-09-30 21:51:00,0,0,21,7,9,0
"photo",2012-09-30 10:53:00,1,0,18,7,9,18
"photo",2012-09-30 10:21:00,6,0,14,7,9,84
"photo",2012-09-30 10:06:00,0,0,23,7,9,0
"photo",2012-09-30 09:58:00,22,0,20,7,9,440
"photo",2012-09-30 09:53:00,24,0,24,7,9,576
"photo",2012-09-30 09:12:00,30,0,24,7,9,720
"photo",2012-09-30 09:10:00,25,0,19,7,9,475
"photo",2012-09-30 01:50:00,0,0,4,7,9,0
"photo",2012-09-29 21:51:00,7,0,35,6,9,245
"photo",2012-09-29 11:19:00,4,0,15,6,9,60
"photo",2012-09-29 10:02:00,2,0,16,6,9,32
"photo",2012-09-29 09:44:00,6,0,20,6,9,120
"photo",2012-09-29 08:57:00,18,0,15,6,9,270
"photo",2012-09-29 08:24:00,4,0,23,6,9,92
"photo",2012-09-29 08:12:00,0,0,18,6,9,0
"photo",2012-09-29 08:09:00,4,0,16,6,9,64
"photo",2012-09-29 07:43:00,1,0,17,6,9,17
"photo",2012-09-29 05:30:00,11,0,15,6,9,165
"photo",2012-09-29 02:33:00,1,0,27,6,9,27
"photo",2012-09-28 09:03:00,6,0,25,5,9,150
"photo",2012-09-28 05:19:00,8,0,24,5,9,192
"photo",2012-09-28 05:15:00,0,1,14,5,9,0
"photo",2012-09-27 09:59:00,3,0,22,4,9,66
"photo",2012-09-27 09:58:00,3,0,15,4,9,45
"photo",2012-09-27 09:55:00,44,0,34,4,9,1496
"photo",2012-09-27 06:31:00,3,9,14,4,9,42
"photo",2012-09-27 04:42:00,2,0,18,4,9,36
"photo",2012-09-27 04:41:00,3,0,13,4,9,39
"photo",2012-09-27 04:30:00,1,0,14,4,9,14
"photo",2012-09-27 03:04:00,0,1,30,4,9,0
"photo",2012-09-27 01:39:00,8,0,30,4,9,240
"photo",2012-09-26 10:45:00,3,0,18,3,9,54
"photo",2012-09-26 05:12:00,2,0,24,3,9,48
"photo",2012-09-26 03:36:00,0,0,21,3,9,0
"photo",2012-09-26 03:11:00,16,0,8,3,9,128
"photo",2012-09-26 01:53:00,3,0,23,3,9,69
"photo",2012-09-25 22:15:00,2,0,27,2,9,54
"photo",2012-09-25 11:54:00,10,0,9,2,9,90
"photo",2012-09-25 08:36:00,0,0,12,2,9,0
"photo",2012-09-25 04:57:00,1,0,22,2,9,22
"photo",2012-09-25 03:36:00,6,0,18,2,9,108
"photo",2012-09-24 08:46:00,6,0,17,1,9,102
"photo",2012-09-24 08:40:00,0,0,18,1,9,0
"photo",2012-09-24 05:24:00,2,0,16,1,9,32
"photo",2012-09-24 02:05:00,0,0,16,1,9,0
"photo",2012-09-24 01:00:00,2,2,13,1,9,26
"photo",2012-09-23 11:14:00,3,0,19,7,9,57
"photo",2012-09-23 08:58:00,0,0,2,7,9,0
"photo",2012-09-23 08:31:00,1,0,17,7,9,17
"photo",2012-09-23 08:16:00,1,0,14,7,9,14
"photo",2012-09-22 21:20:00,0,0,2,6,9,0
"photo",2012-09-22 08:50:00,2,0,13,6,9,26
"photo",2012-09-22 08:28:00,0,0,1,6,9,0
"photo",2012-09-22 08:21:00,3,0,18,6,9,54
"photo",2012-09-22 08:06:00,7,0,23,6,9,161
"photo",2012-09-22 08:04:00,1,0,17,6,9,17
"photo",2012-09-22 04:27:00,6,0,17,6,9,102
"photo",2012-09-22 03:48:00,1,0,14,6,9,14
"photo",2012-09-22 02:22:00,0,1,1,6,9,0
"photo",2012-09-21 22:37:00,1,0,10,5,9,10
"photo",2012-09-21 21:04:00,12,0,13,5,9,156
"photo",2012-09-21 09:49:00,25,0,35,5,9,875
"photo",2012-09-21 05:59:00,0,0,4,5,9,0
"photo",2012-09-21 05:25:00,12,0,15,5,9,180
"photo",2012-09-21 05:15:00,6,0,11,5,9,66
"photo",2012-09-21 03:03:00,15,0,8,5,9,120
"photo",2012-09-21 02:25:00,3,0,11,5,9,33
"photo",2012-09-21 01:50:00,6,0,22,5,9,132
"photo",2012-09-20 11:25:00,6,0,10,4,9,60
"photo",2012-09-20 11:11:00,6,0,11,4,9,66
"photo",2012-09-20 02:31:00,23,0,14,4,9,322
"photo",2012-09-19 10:07:00,5,0,21,3,9,105
"photo",2012-09-19 04:30:00,4,0,26,3,9,104
"photo",2012-09-19 04:08:00,9,1,25,3,9,225
"photo",2012-09-19 02:41:00,11,0,10,3,9,110
"photo",2012-09-19 02:38:00,2,0,11,3,9,22
"photo",2012-09-19 02:30:00,7,0,22,3,9,154
"photo",2012-09-19 02:28:00,1,1,11,3,9,11
"photo",2012-09-19 02:25:00,2,1,14,3,9,28
"photo",2012-09-19 01:01:00,17,0,33,3,9,561
"photo",2012-09-18 08:28:00,7,0,19,2,9,133
"photo",2012-09-18 02:54:00,2,0,27,2,9,54
"photo",2012-09-18 01:42:00,16,0,20,2,9,320
"photo",2012-09-17 23:16:00,13,0,27,1,9,351
"photo",2012-09-17 22:35:00,18,0,19,1,9,342
"photo",2012-09-17 21:47:00,9,0,10,1,9,90
"photo",2012-09-17 10:01:00,18,1,27,1,9,486
"photo",2012-09-17 08:40:00,28,0,87,1,9,2436
"photo",2012-09-17 08:21:00,7,0,24,1,9,168
"photo",2012-09-17 01:51:00,4,0,16,1,9,64
"photo",2012-09-16 11:52:00,0,0,12,7,9,0
"photo",2012-09-16 11:44:00,5,0,16,7,9,80
"photo",2012-09-16 11:43:00,8,0,21,7,9,168
"photo",2012-09-16 10:23:00,1,1,28,7,9,28
"photo",2012-09-16 10:07:00,0,0,20,7,9,0
"photo",2012-09-16 09:51:00,3,0,15,7,9,45
"photo",2012-09-16 09:29:00,5,0,36,7,9,180
"photo",2012-09-16 09:22:00,0,0,23,7,9,0
"photo",2012-09-16 06:04:00,12,0,31,7,9,372
"photo",2012-09-16 06:01:00,0,0,19,7,9,0
"photo",2012-09-16 02:03:00,4,0,16,7,9,64
"photo",2012-09-16 01:36:00,11,0,30,7,9,330
"photo",2012-09-16 00:01:00,2,0,22,7,9,44
"photo",2012-09-15 22:50:00,1,2,14,6,9,14
"photo",2012-09-15 05:14:00,7,0,11,6,9,77
"photo",2012-09-15 04:28:00,4,0,21,6,9,84
"photo",2012-09-15 02:35:00,12,0,30,6,9,360
"photo",2012-09-13 21:56:00,13,0,37,4,9,481
"photo",2012-09-13 20:33:00,5,0,10,4,9,50
"photo",2012-09-13 11:02:00,6,0,21,4,9,126
"photo",2012-09-13 10:59:00,1,0,15,4,9,15
"photo",2012-09-13 03:53:00,3,0,19,4,9,57
"photo",2012-09-13 03:39:00,1,0,14,4,9,14
"photo",2012-09-12 02:30:00,8,0,14,3,9,112
"photo",2012-09-10 12:21:00,0,0,12,1,9,0
"photo",2012-09-10 10:04:00,12,0,14,1,9,168
"photo",2012-09-10 09:43:00,3,0,16,1,9,48
"photo",2012-09-10 08:59:00,0,0,16,1,9,0
"photo",2012-09-10 08:09:00,3,0,20,1,9,60
"photo",2012-09-10 07:36:00,10,0,30,1,9,300
"photo",2012-09-10 06:49:00,8,0,14,1,9,112
"photo",2012-09-10 00:59:00,10,0,35,1,9,350
"photo",2012-09-09 23:23:00,4,0,21,7,9,84
"photo",2012-09-09 23:05:00,7,0,20,7,9,140
"photo",2012-09-09 22:15:00,10,13,22,7,9,220
"photo",2012-09-09 10:13:00,14,0,32,7,9,448
"photo",2012-09-09 07:41:00,6,0,12,7,9,72
"photo",2012-09-09 07:28:00,6,0,11,7,9,66
"photo",2012-09-09 03:08:00,0,0,12,7,9,0
"photo",2012-09-09 02:06:00,0,0,12,7,9,0
"photo",2012-09-09 02:01:00,1,0,16,7,9,16
"photo",2012-09-09 00:29:00,5,1,21,7,9,105
"photo",2012-09-08 14:02:00,2,0,14,6,9,28
"photo",2012-09-08 08:28:00,3,0,16,6,9,48
"photo",2012-09-08 02:40:00,0,0,14,6,9,0
"photo",2012-09-07 07:39:00,12,0,22,5,9,264
"photo",2012-09-07 07:35:00,0,0,18,5,9,0
"photo",2012-09-07 04:32:00,10,0,25,5,9,250
"photo",2012-09-07 00:21:00,28,0,22,5,9,616
"photo",2012-09-06 23:17:00,6,0,9,4,9,54
"photo",2012-09-06 09:16:00,3,0,16,4,9,48
"photo",2012-09-06 09:01:00,7,0,16,4,9,112
"photo",2012-09-06 08:43:00,5,0,25,4,9,125
"photo",2012-09-06 08:38:00,5,0,12,4,9,60
"photo",2012-09-06 03:06:00,2,0,18,4,9,36
"photo",2012-09-06 02:52:00,12,0,19,4,9,228
"photo",2012-09-06 02:03:00,0,0,25,4,9,0
"photo",2012-09-06 01:48:00,11,0,23,4,9,253
"photo",2012-09-06 01:13:00,3,0,14,4,9,42
"photo",2012-09-05 10:28:00,3,0,24,3,9,72
"photo",2012-09-05 09:33:00,8,0,36,3,9,288
"photo",2012-09-05 09:00:00,6,0,22,3,9,132
"photo",2012-09-05 04:15:00,6,0,28,3,9,168
"photo",2012-09-04 22:18:00,10,0,15,2,9,150
"photo",2012-09-04 09:58:00,5,0,22,2,9,110
"photo",2012-09-04 09:41:00,1,0,21,2,9,21
"photo",2012-09-04 03:01:00,7,0,32,2,9,224
